 A3 COMÉRCIO DE ALIMENTOS E BEBIDAS LTDA 
 LUCREE SOLUCOES INTELIGENTES LTDA
4ALL TECNOLOGIA
A CREDIT ADMINISTRADORA DE CARTOES DE CREDITO LTDA
A10 COMERCIO DE ALIMENTOS E BEBIDAS LTDA
A11 - COMERCIO DE ALIMENTOS E BEBIDAS LTDA
A12 - COMERCIO DE ALIMENTOS E BEBIDAS LTDA
A6 COMÉRCIO DE ALIMENTOS E BEBIDAS SA 
A7 COMÉRCIO DE ALIMENTOS E BEBIDAS SA 
A9 COMERCIO DE ALIMENTOS E BEBIDAS LTDA 
ABASTECER ADM.DE CREDITO LTDA ME
ADALTECH INFORMATICA - SOLUCOES PARA EVENTOS LTDA
AGROPECUARIA FERTIL LTDA
AJM LOCAÇÕES DE EQUIPAMENTOS, MÁQUINAS E TECNOLOGIA EIRELI ME
ALGORIX SISTEMA DE INFORMATICA LTDA
ALMEIDA SAUDE - SERVICOS DE FISIOTERAPIA LTDA
ALN COBRANCA ATENDIMENTO E SERVICOS LTDA
ALPE INTERMEDIACAO DE NEGOCIOS S.A.      
AMERICANA FRANQUIA LTDA EPP  
APB COMERCIO DE ALIMENTOS S.A
APG CARD PAGAMENTOS S/A
APP SISTEMAS COMERCIO E SERVICOS DE INFORMATICA DE RIO PRETO LIMITADA
APRIL CORRETORA DE SEGUROS LTDA
ARENA 051 DANCETERIA EIRELI - ME 
ARGOTECHNO ENGENHARIA LTDA
AUTO POSTO AUTOMAN LTDA 
AUTO POSTO ESTRELA DAS NACOES LTDA
AUTO POSTO FALCON COMBUSTIVEIS LTDA
AUTO POSTO JASMIM LIMITADA
AUTO POSTO PETROVALE DE MOGI LTDA
AUTO POSTO POA FUEL LTDA
BAM COMERCIO E SERVIÇOS
BANCA DO INGRESSO E EVENTOS LTDA - ME
BANCO MAXIMA S.A.
BEBLUE SOLUÇÕES DE CASHBACK E SERVIÇOS PROMOCIONAIS SA
BELLA PRESTACAO DE SERVICOS S/S
BELLUNO MEIOS DE PAGAMENTO E SOLUCOES EM TECNOLOGIA LTDA
BIG CLUB CARD SISTEMA DE ADMINISTRAÇÃO DE CONVÊNIOS LTDA ME
BILHETERIA DIGITAL PROMOÇÃO E ENTRETENIMENTO LTDA
BILHETERIA RAPIDA - AGENCIA DE VENDA DE INGRESSOS LTDA - ME
BILHETRON.COM I ENTRETENIMENTO & TECNOLOGIA LTDA
BIZSOLUCOES E COMUNICAO LTDA
BOA DIVERSAO PROMOCAO E ENTRETENIMENTO LTDA - EPP
BOLD CARD SERVICOS FINANCEIROS LTDA 
BRASIL CARD ADMINISTRADORA DE CARTAO DE CREDITO LTDA
BRAZUKATICKETS
CARD PLAN - ASSESSORIA E IMPLANTACAO DE CONVENIOS LTDA
CARTOS FINTECH LTDA
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENT
CASTOLDI DIESEL LTDA
CCLA DE LAGOA DA PRATA REGIÃO LTDA
CELTAW@RE SISTEMAS, TECNOLOGIA E SERVICOS LTDA   
CENTRAL CARD ADM. DE CARTÕES DE CREDITO
CENTRAL DOS INGRESSOS PROMOÇOES E EVENTOS
CENTRO AUTOMOTIVO REAL CHALLENGER LTDA
CEREAIS BRAMIL LTDA
CIELO S.A.
CLAUDINO L. DE OLIVEIRA - ME
CLUB ATHLETICO PAULISTANO
CNX CONTROLES DE ACESSO LTDA - EPP
COLECAO NICOLE LTDA EPP 
COMMARKET TECNOLOGIA E INFORMATICA LTDA 
COMPANY SERVICOS DE COBRANCAS LTDA
COMPLIANCE IT INFORMATICA LTDA
COMPRARE COMERCIO DE ARTIGOS DE VESTUARIO EIRELI
CONECTO SISTEMAS LTDA
CONNECT INFORMACOES E TECNOLOGIA SA
CONSYSTEC PROCESSAMENTO DE DADOS LTDA - ME
COOP. DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SAO PAULO / LOJA FERRAGENS        
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA 
COOPERATIVA DOS CAFEICULTORES DA REGIAO DE LAJINHA LTDA
COOPERATIVA DOS PLANTADORES DE CANA DO OESTE DO ESTADO DE SAO PAULO         
CRED - SYSTEM ADMINISTRADORA DE CARTOES DE CREDITO LTDA 
CRED VIP ADMINISTRADORA DE CARTOES LTDA
CREDI SHOP S/A - ADMINISTRADORA DE CARTÕES DE CRÉDITO
CREDPAR PROMOTORA DE NEGOCIOS DE CREDITO LTDA
CRISO LOCAÇÕES LTDA
CSSA SERVIÇOS GASTRONÔMICOS E RESTAURANTES LTDA EPP 
D A DE FARIAS LIMA
D.J. SYSTEM AUTOMACAO COMERCIAL LTDA - ME
DATORA MOBILE TELECOMUNICAÇÕES S.A
DESBRAVADOR SOFTWARE LTDA
DESCONHECIDO
DIGITAL SIGN
DMCARD PROCESSAMENTO DE DADOS E CENTRAL DE ATENDIMENTO LTDA 
D’AVÓ SUPERMERCADOS LTDA
E TUDO MENTIRA! COMERCIO E DIRECAO DE ARTE LTDA
ECX CARD ADMINISTRADORA E PROCESSADORA DE CARTÕES S/A.
EDIVALDO NICOLAU DE OLIVEIRA ME 
ELIAS CARDUM JUNIOR - EPP 
EMPORIO CARD LTDA
ENOPP – SERVIÇOS DE GESTÃO DE NEGÓCIOS E PROJETOS LTDA
ENSCON SERVIÇOS LTDA ME
ENTREGUE COMÉRCIO E SERVIÇOS LTDA ME
ESMERALDA SERVIÇOS DIGITAIS LTDA
EURO INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA - ME 
EVENTICKET SERVICOS DE INGRESSOS LTDA
EWALLY TECNOLOGIA E SERVIÇOS S.A.  
FACE CARD ADMINISTRADORA DE CARTOES LTDA ME
FAMILLY CARD ADMINISTRADORA DE CARTOES LTDA
FAN CARD ADMINISTRADORA DE CARTOES LTDA 
FARME BRITO LTDA
FD DO BRASIL SOLUCOES DE PAGAMENTO LTDA 
FERNANDO FERNANDES FIGUEIRA JUNIOR 
FIX PAY ADMINISTRACAO DE PAGAMENTOS LTDA 
FLÁVIO FERNANDES PEIXOTO 
FORTCARD ADMINISTRADORA DE CARTAO DE CREDITO LTDA ME
FSBR - FABRICA DE SOFTWARE DO BRASIL LTDA
G A M CABELEIREIROS LTDA - EPP
G. P. MAGRI INFORMATICA - EPP
GH MOLINA CONSULTORIA EM SOLUCOES TECNOLOGICAS LTDA. - EPP
GILBERTO DE O. DIAS - ME 
GIVER SISTEMAS E PUBLICIDADE S.A. 
GLOBAL NEGOCIOS E SERVICOS EIRELI
GOIASCARD PROMOTORA DE NEGOCIOS DE CREDITO LTDA
GONNAPET INTERMEDIACOES E PARTICIPACOES S.A
GOODPAY SERVICOS PARA MEIOS DE PAGAMENTOS LTDA
GREEN CARD ADMINISTRADORA DE CRÉDITO EIRELI
GREEN CARD S/A REFEICOES COMERCIO E SERVICOS 
GUANABARA CARD ADMINISTRADORA DE CARTOES DE CREDITO LTDA
GUICHE WEB COMERCIALIZACAO DE INGRESSOS LTDA. - ME
HIPERMED TECNOLOGIA E GERENCIAMENTO DE CONVENIOS LTDA
HORTELA DESIGN LTDA
HUGO LEONARDO PICOLO BORGES
HYPER POSTOS COMERCIO E INFORMATIZACAO LTDA
IMAXIS ADMINISTRADORA DE CARTÕES LTDA EPP
INFOCUSWEB TECNOLOGIA E NEGÓCIOS S/A  
INGRESSOLIVE LTDA ME
INGRESSOS TOP LTDA/ ZAPI TECNOLOGIA LTDA 
INOVA ENTRETENIMENTO LTDA - ME
INTERMEIO SOLUÇÕES DE PAGAMENTO LTDA
ITAWORKS SERVIÇOS DIGITAIS LTDA EPP  
ITS CONSULTING INFORMATICA LTDA
IZALDETE ROCHA GOMES
J C DINIZ COMUNICACAO - ME
J. B. WORLD ENTRETENIMENTOS S/A  
J. L. ZANCAN JUNIOR - ME
JAXTECH COMERCIO E SERVICOS DE TECNOLOGIA LTDA 
JEFFERSON DOS SANTOS ARAUJO
JETCARD PROMOTORA DE NEGOCIOS DE CREDITO LTDA
JETDEV CONSULTORIA LTDA ME
JHEIMERSON SOARES PEREIRA
JJMT SHALOM PARQUEAMENTO LTDA ME  
JL INFORMÁTICA LTDA - ME
JOSENILDO BANDEIRA DE SOUZA
JOY PAY SOLUÇÕES E TECNOLOGIA EM
JP RUBIO SERVICOS DE FISIOTERAPIA LTDA
JSL ARRENDAMENTO MERCANTIL S/A
JUSTA PAGAMENTOS
K-7 COMUNICACOES LTDA – ME
KAPTAL ADMINISTRADORA DE CARTOES LTDA
LEXSIS SISTEMAS DE INFORMATICA LTDA 
LIQUIDWORKS SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA ME
LOG-ING PARTICIPAÇÕES E NEGOCIOS LTDA
LOGISTICA LOTERICA LTDA
LOPES SUPERMERCADOS LTDA
MARECHAL FUEL POSTO DE SERVICOS LTDA
MARIO LUIZ GABRIEL GARDIN
MARTINELLI & GODINHO VIAGENS E TURISMO LTDA - ME 
MASTIFF GESTAO CORPORATIVA LTDA
MAVSA RESORT CONVENTION SPA EIRELI
MAXIMUS ADMINISTRACAO DE CREDITO LTDA
MAXXCARD ADMINISTRADORA DE CARTOES LTDA. 
MBR11 - TECNOLOGIA E INFORMACAO LTDA - ME
MERCANTIL ASTRO DE ALIMENTOS LTDA
META TECNOLOGIA EM SOFTAWARE LTDA
METTACARD ADMINISTRADORA DE CARTOES LTDA
MFC ADMINISTRADORA DE CARTÕES LTDA - ME
MICROSIA CONSULTORIA E SISTEMAS LTDA ME
MOTO BAR E ALIMENTOS LTDA
MOVIU MEIOS DE PAGAMENTO LTDA EPP
MULTMAIS GESTAO EMPRESARIAL LTDA
MUNDIALMIX COMERCIO DE ALIMENTOS LTDA
MURY ASSESSORIA CONTÁBIL LTDA EPP 
MYEVENT ALUGUEL DE MAQUINAS LTDA- ME
NACIONAL S/A ADMINISTRADORA DE CARTOES DE CREDITO
NACIONAL TICKET LTDA
NCR DEMONSTRACAO
NIC3-NEGOCIOS,INTERNET E CONTEUDO LTDA
NMOTECH TECNOLOGIA DA INFORMACAO LTDA
NOSVAMOS SERVICOS DE INTERMEDIACAO DE PAGAMENTOS LTDA
NOTA CONTROL TECNOLOGIA
NOVA XS TECNOLOGIA DA INFORMACAO LTDA 
NUVI SERVIÇOS ADMINISTRATIVOS LTDA  
ODONTOMAC CLINICA ODONTOLOGICA - ME
ONE NEGOCIOS DE INTERNET LTDA - ME
ORUSPAY SERVICOS INTERNET LTDA - EPP
OUTGO TECNOLOGIA MOVEL LTDA - ME
P1 COMÉRCIO DE ALIMENTOS E BEBIDAS LTDA 
PAG SIMPLES SOLUCOES EM PAGAMENTOS LTDA
PAGUEMOB SERVICOS E SOLUCOES EM MEIOS DE PAGAMENTO LTDA 
PARANA CLUBE
PARQUE DAS ESMERALDAS
PASSWORD INTERATIVA SISTEMAS LTDA  
PETROCARD ADM CRÉDITO LTDA
PINHEIRO E CARDOSO DISTRIBUIDORA LTDA
PIVA & FADANELLI LTDA ME
PIX ADMINISTRADORA DE CARTÕES DE CREDITO E SERVICOS LTDA
POLOCRED - SOCIEDADE DE CREDITO AO MICROEMPREENDEDOR E A EMPRESA DE PEQUENO PORTE LTDA
PORTAL DE POÁ AUTO POSTO LTDA
POSTO DE COMBUSTIVEL NOVA MAMANGUAPE LTDA
POSTO DE SERVICOS MACSONE LTDA
PROMOBOM AUTOPASS S.A
PUBLICA SERVICOS LTDA 
RADRI DO BRASIL LTDA ME  
RCKY INFORMATICA LTDA     
REDE USE LOCACAO DE EQUIPAMENTOS ELETRONICOS LTDA - CONVÊNIOSCARD
REDECARD S.A
REDIPE LOCAÇÃO 
REGISTEC AUTOMAÇÃO LTDA EPP
RELEASE INFORMÁTICA LTDA
RELOTEC RELOGIO DE PONTO LTDA ME
RETORNO RV
RGL PRODUCOES E EVENTOS LTDA - EPP
RICARDO JOSE FONTES DE MIRANDA 
RODRIGO DA SILVA JAQUES 
RODRIGO PILAR CRED EIRELI ME
RP TECNOLOGIA EM CAPTURAS E PROCESSAMENTO DE TRANSACOES LTDA. - EPP 
SAFE CARD ADMINISTRADORA DE CARTOES DE CREDITO LTDA
SAFETICKET SERVICOS PARA EVENTOS LTDA - ME
SAQUE E PAGUE REDE DE AUTOATENDIMENTO S.A.
SAVEGNAGO SUPERMECADOS LTDA
